0.01,0.487
0.02,0.484
0.03,0.511
0.04,0.522
0.05,0.527
0.06,0.53
0.07,0.531
0.08,0.531
0.09,0.531
0.1,0.53
0.11,0.529
0.12,0.529
0.13,0.528
0.14,0.527
0.15,0.526
0.16,0.525
0.17,0.525
0.18,0.524
0.19,0.523
0.2,0.522
0.21,0.521
0.22,0.521
0.23,0.52
0.24,0.519
0.25,0.519
0.26,0.518
0.27,0.518
0.28,0.518
0.29,0.518
0.3,0.518
0.31,0.518
0.32,0.517
0.33,0.517
0.34,0.517
0.35,0.517
0.36,0.517
0.37,0.517
0.38,0.517
0.39,0.517
0.4,0.517
0.41,0.517
0.42,0.517
0.43,0.517
0.44,0.517
0.45,0.517
0.46,0.517
0.47,0.517
0.48,0.517
0.49,0.517
0.5,0.517
0.51,0.518
0.52,0.518
0.53,0.518
0.54,0.518
0.55,0.518
0.56,0.518
0.57,0.518
0.58,0.518
0.59,0.518
0.6,0.519
0.61,0.52
0.62,0.52
0.63,0.521
0.64,0.522
0.65,0.523
0.66,0.524
0.67,0.525
0.68,0.526
0.69,0.527
0.7,0.528
0.71,0.529
0.72,0.53
0.73,0.531
0.74,0.532
0.75,0.533
0.76,0.534
0.77,0.535
0.78,0.536
0.79,0.537
0.8,0.538
0.81,0.539
0.82,0.54
0.83,0.541
0.84,0.542
0.85,0.543
0.86,0.544
0.87,0.545
0.88,0.546
0.89,0.547
0.9,0.548
0.91,0.552
0.92,0.563
0.93,0.585
0.94,0.613
0.95,0.641
0.96,0.669
0.97,0.697
0.98,0.724
0.99,0.752
1.0,0.78
1.01,0.808
1.02,0.836
1.03,0.864
1.04,0.892
1.05,0.919
1.06,0.925
1.07,0.93
1.08,0.936
1.09,0.942
1.1,0.949
1.11,0.955
1.12,0.956
1.13,0.955
1.14,0.954
1.15,0.954
1.16,0.953
1.17,0.951
1.18,0.95
1.19,0.949
1.2,0.948
1.21,0.946
1.22,0.944
1.23,0.943
1.24,0.941
1.25,0.94
1.26,0.939
1.27,0.937
1.28,0.936
1.29,0.935
1.3,0.934
1.31,0.932
1.32,0.931
1.33,0.93
1.34,0.929
1.35,0.928
1.36,0.926
1.37,0.925
1.38,0.924
1.39,0.923
1.4,0.922
1.41,0.921
1.42,0.919
1.43,0.918
1.44,0.917
1.45,0.916
1.46,0.915
1.47,0.914
1.48,0.912
1.49,0.911
1.5,0.91
1.51,0.909
1.52,0.908
1.53,0.907
1.54,0.905
1.55,0.904
1.56,0.903
1.57,0.902
1.58,0.901
1.59,0.9
1.6,0.898
1.61,0.897
1.62,0.896
1.63,0.895
1.64,0.893
1.65,0.892
1.66,0.891
1.67,0.89
1.68,0.889
1.69,0.887
1.7,0.886
1.71,0.885
1.72,0.884
1.73,0.882
1.74,0.881
1.75,0.88
1.76,0.879
1.77,0.877
1.78,0.876
1.79,0.875
1.8,0.873
1.81,0.872
1.82,0.871
1.83,0.87
1.84,0.868
1.85,0.867
1.86,0.866
1.87,0.864
1.88,0.863
1.89,0.862
1.9,0.86
1.91,0.859
1.92,0.858
1.93,0.856
1.94,0.855
1.95,0.854
1.96,0.852
1.97,0.851
1.98,0.85
1.99,0.848
2.0,0.847
2.01,0.846
2.02,0.845
